x,y,z,Temperature
0,0,0,273
0.25,0,0,343.711
0.5,0,0,373
0.75,0,0,343.711
1,0,0,273
0,0.25,0,295.442
0.25,0.25,0,332.3
0.5,0.25,0,359.677
0.75,0.25,0,354.696
1,0.25,0,308.443
0,0.5,0,333.082
0.25,0.5,0,333.521
0.5,0.5,0,360.52
0.75,0.5,0,364.28
1,0.5,0,339.971
0,0.75,0,315.71
0.25,0.75,0,336.227
0.5,0.75,0,353.799
0.75,0.75,0,366.107
1,0.75,0,363.899
0,1,0,347.743
0.25,1,0,371.027
0.5,1,0,385.653
0.75,1,0,416.066
1,1,0,433.614
