x,y,z,Temperature
0.6,0.466667,0,49.8676
0.666667,0.466667,0,54.4305
0.733333,0.466667,0,59.7359
0.8,0.466667,0,65.8641
0.866667,0.466667,0,72.8923
0.933333,0.466667,0,80.8832
1,0.466667,0,89.8674
0,0.533333,0,36.3126
0.0666667,0.533333,0,36.5184
0.133333,0.533333,0,37.1386
0.2,0.533333,0,38.1818
0.266667,0.533333,0,39.6624
0.333333,0.533333,0,41.6008
0.4,0.533333,0,44.024
0.466667,0.533333,0,46.9659
0.533333,0.533333,0,50.467
0.6,0.533333,0,54.5748
0.666667,0.533333,0,59.3427
0.733333,0.533333,0,64.8277
0.8,0.533333,0,71.0871
0.866667,0.533333,0,78.172
0.933333,0.533333,0,86.1186
1,0.533333,0,94.9391
0,0.6,0,39.4342
0.0666667,0.6,0,39.6535
0.133333,0.6,0,40.314
0.2,0.6,0,41.4235
0.266667,0.6,0,42.9952
0.333333,0.6,0,45.0477
0.4,0.6,0,47.6048
0.466667,0.6,0,50.6959
0.533333,0.6,0,54.3554
0.6,0.6,0,58.622
0.666667,0.6,0,63.5376
0.733333,0.6,0,69.1451
0.8,0.6,0,75.4848
0.866667,0.6,0,82.5898
0.933333,0.6,0,90.4802
1,0.6,0,99.1574
0,0.666667,0,42.1172
0.0666667,0.666667,0,42.3474
0.133333,0.666667,0,43.0402
0.2,0.666667,0,44.2029
0.266667,0.666667,0,45.8473
0.333333,0.666667,0,47.9899
0.4,0.666667,0,50.6516
0.466667,0.666667,0,53.8576
0.533333,0.666667,0,57.6366
0.6,0.666667,0,62.0201
0.666667,0.666667,0,67.0407
0.733333,0.666667,0,72.7304
0.8,0.666667,0,79.1172
0.866667,0.666667,0,86.2221
0.933333,0.666667,0,94.055
1,0.666667,0,102.611
0,0.733333,0,44.3399
0.0666667,0.733333,0,44.5786
0.133333,0.733333,0,45.2967
0.2,0.733333,0,46.5007
0.266667,0.733333,0,48.2012
0.333333,0.733333,0,50.4129
0.4,0.733333,0,53.1541
0.466667,0.733333,0,56.4462
0.533333,0.733333,0,60.3134
0.6,0.733333,0,64.7811
0.666667,0.733333,0,69.8748
0.733333,0.733333,0,75.6184
0.8,0.733333,0,82.0314
0.866667,0.733333,0,89.1265
0.933333,0.733333,0,96.9068
1,0.733333,0,105.364
0,0.8,0,46.0853
0.0666667,0.8,0,46.3303
0.133333,0.8,0,47.0672
0.2,0.8,0,48.3019
0.266667,0.8,0,50.044
0.333333,0.8,0,52.3065
0.4,0.8,0,55.1056
0.466667,0.8,0,58.4598
0.533333,0.8,0,62.3896
0.6,0.8,0,66.916
0.666667,0.8,0,72.0592
0.733333,0.8,0,77.8371
0.8,0.8,0,84.2636
0.866667,0.8,0,91.3456
0.933333,0.8,0,99.0822
1,0.8,0,107.462
0,0.866667,0,47.3407
0.0666667,0.866667,0,47.59
0.133333,0.866667,0,48.34
0.2,0.866667,0,49.5958
0.266667,0.866667,0,51.3664
0.333333,0.866667,0,53.6636
0.4,0.866667,0,56.5019
0.466667,0.866667,0,59.8979
0.533333,0.866667,0,63.8693
0.6,0.866667,0,68.434
0.666667,0.866667,0,73.6087
0.733333,0.866667,0,79.4074
0.8,0.866667,0,85.84
0.866667,0.866667,0,92.9102
0.933333,0.866667,0,100.614
1,0.866667,0,108.939
0,0.933333,0,48.0973
0.0666667,0.933333,0,48.3493
0.133333,0.933333,0,49.1068
0.2,0.933333,0,50.375
0.266667,0.933333,0,52.1622
0.333333,0.933333,0,54.4795
0.4,0.933333,0,57.3406
0.466667,0.933333,0,60.7605
0.533333,0.933333,0,64.7557
0.6,0.933333,0,69.342
0.666667,0.933333,0,74.5341
0.733333,0.933333,0,80.3439
0.8,0.933333,0,86.7789
0.866667,0.933333,0,93.8411
0.933333,0.933333,0,101.525
1,0.933333,0,109.818
0,1,0,48.3501
0.0666667,1,0,48.6029
0.133333,1,0,49.3629
0.2,1,0,50.6352
0.266667,1,0,52.4278
0.333333,1,0,54.7518
0.4,1,0,57.6202
0.466667,1,0,61.0481
0.533333,1,0,65.0509
0.6,1,0,69.6442
0.666667,1,0,74.8419
0.733333,1,0,80.6551
0.8,1,0,87.0907
0.866667,1,0,94.15
0.933333,1,0,101.827
1,1,0,110.109
