x,y,z,Temperature
0.666667,0.466667,0,54.4296
0.733333,0.466667,0,59.7351
0.8,0.466667,0,65.8632
0.866667,0.466667,0,72.8916
0.933333,0.466667,0,80.8824
1,0.466667,0,89.8667
0,0.533333,0,36.3115
0.0666667,0.533333,0,36.5173
0.133333,0.533333,0,37.1375
0.2,0.533333,0,38.1807
0.266667,0.533333,0,39.6613
0.333333,0.533333,0,41.5997
0.4,0.533333,0,44.023
0.466667,0.533333,0,46.9648
0.533333,0.533333,0,50.466
0.6,0.533333,0,54.5738
0.666667,0.533333,0,59.3417
0.733333,0.533333,0,64.8268
0.8,0.533333,0,71.0862
0.866667,0.533333,0,78.1711
0.933333,0.533333,0,86.1178
1,0.533333,0,94.9383
0,0.6,0,39.433
0.0666667,0.6,0,39.6523
0.133333,0.6,0,40.3128
0.2,0.6,0,41.4223
0.266667,0.6,0,42.994
0.333333,0.6,0,45.0465
0.4,0.6,0,47.6036
0.466667,0.6,0,50.6948
0.533333,0.6,0,54.3543
0.6,0.6,0,58.6209
0.666667,0.6,0,63.5366
0.733333,0.6,0,69.1441
0.8,0.6,0,75.4838
0.866667,0.6,0,82.5888
0.933333,0.6,0,90.4793
1,0.6,0,99.1565
0,0.666667,0,42.1159
0.0666667,0.666667,0,42.3461
0.133333,0.666667,0,43.0389
0.2,0.666667,0,44.2017
0.266667,0.666667,0,45.8461
0.333333,0.666667,0,47.9886
0.4,0.666667,0,50.6504
0.466667,0.666667,0,53.8564
0.533333,0.666667,0,57.6354
0.6,0.666667,0,62.019
0.666667,0.666667,0,67.0396
0.733333,0.666667,0,72.7293
0.8,0.666667,0,79.1161
0.866667,0.666667,0,86.2211
0.933333,0.666667,0,94.054
1,0.666667,0,102.61
0,0.733333,0,44.3385
0.0666667,0.733333,0,44.5772
0.133333,0.733333,0,45.2953
0.2,0.733333,0,46.4994
0.266667,0.733333,0,48.1999
0.333333,0.733333,0,50.4116
0.4,0.733333,0,53.1528
0.466667,0.733333,0,56.445
0.533333,0.733333,0,60.3121
0.6,0.733333,0,64.7799
0.666667,0.733333,0,69.8737
0.733333,0.733333,0,75.6173
0.8,0.733333,0,82.0303
0.866667,0.733333,0,89.1254
0.933333,0.733333,0,96.9058
1,0.733333,0,105.363
0,0.8,0,46.0839
0.0666667,0.8,0,46.3289
0.133333,0.8,0,47.0658
0.2,0.8,0,48.3006
0.266667,0.8,0,50.0427
0.333333,0.8,0,52.3052
0.4,0.8,0,55.1043
0.466667,0.8,0,58.4585
0.533333,0.8,0,62.3883
0.6,0.8,0,66.9147
0.666667,0.8,0,72.0579
0.733333,0.8,0,77.836
0.8,0.8,0,84.2624
0.866667,0.8,0,91.3445
0.933333,0.8,0,99.0812
1,0.8,0,107.461
0,0.866667,0,47.3392
0.0666667,0.866667,0,47.5886
0.133333,0.866667,0,48.3385
0.2,0.866667,0,49.5944
0.266667,0.866667,0,51.365
0.333333,0.866667,0,53.6622
0.4,0.866667,0,56.5005
0.466667,0.866667,0,59.8966
0.533333,0.866667,0,63.868
0.6,0.866667,0,68.4327
0.666667,0.866667,0,73.6074
0.733333,0.866667,0,79.4062
0.8,0.866667,0,85.8389
0.866667,0.866667,0,92.9091
0.933333,0.866667,0,100.613
1,0.866667,0,108.938
0,0.933333,0,48.0959
0.0666667,0.933333,0,48.3478
0.133333,0.933333,0,49.1053
0.2,0.933333,0,50.3736
0.266667,0.933333,0,52.1608
0.333333,0.933333,0,54.4781
0.4,0.933333,0,57.3392
0.466667,0.933333,0,60.7592
0.533333,0.933333,0,64.7544
0.6,0.933333,0,69.3407
0.666667,0.933333,0,74.5329
0.733333,0.933333,0,80.3427
0.8,0.933333,0,86.7778
0.866667,0.933333,0,93.8399
0.933333,0.933333,0,101.524
1,0.933333,0,109.817
0,1,0,48.3486
0.0666667,1,0,48.6014
0.133333,1,0,49.3615
0.2,1,0,50.6337
0.266667,1,0,52.4264
0.333333,1,0,54.7504
0.4,1,0,57.6189
0.466667,1,0,61.0467
0.533333,1,0,65.0496
0.6,1,0,69.6429
0.666667,1,0,74.8406
0.733333,1,0,80.6539
0.8,1,0,87.0896
0.866667,1,0,94.1489
0.933333,1,0,101.826
1,1,0,110.108
