x,y,z,Temperature
0.0666667,0.866667,0,47.5896
0.133333,0.866667,0,48.3395
0.2,0.866667,0,49.5954
0.266667,0.866667,0,51.366
0.333333,0.866667,0,53.6632
0.4,0.866667,0,56.5015
0.466667,0.866667,0,59.8975
0.533333,0.866667,0,63.8689
0.6,0.866667,0,68.4336
0.666667,0.866667,0,73.6083
0.733333,0.866667,0,79.4071
0.8,0.866667,0,85.8397
0.866667,0.866667,0,92.9099
0.933333,0.866667,0,100.614
1,0.866667,0,108.939
0,0.933333,0,48.0969
0.0666667,0.933333,0,48.3488
0.133333,0.933333,0,49.1063
0.2,0.933333,0,50.3746
0.266667,0.933333,0,52.1618
0.333333,0.933333,0,54.4791
0.4,0.933333,0,57.3401
0.466667,0.933333,0,60.7601
0.533333,0.933333,0,64.7553
0.6,0.933333,0,69.3416
0.666667,0.933333,0,74.5337
0.733333,0.933333,0,80.3435
0.8,0.933333,0,86.7786
0.866667,0.933333,0,93.8407
0.933333,0.933333,0,101.525
1,0.933333,0,109.817
0,1,0,48.3496
0.0666667,1,0,48.6024
0.133333,1,0,49.3625
0.2,1,0,50.6347
0.266667,1,0,52.4274
0.333333,1,0,54.7514
0.4,1,0,57.6198
0.466667,1,0,61.0477
0.533333,1,0,65.0505
0.6,1,0,69.6438
0.666667,1,0,74.8415
0.733333,1,0,80.6547
0.8,1,0,87.0904
0.866667,1,0,94.1497
0.933333,1,0,101.827
1,1,0,110.109
