x,y,z,Temperature
0.6,0.466667,0,49.809
0.666667,0.466667,0,54.3735
0.733333,0.466667,0,59.6806
0.8,0.466667,0,65.8106
0.866667,0.466667,0,72.8409
0.933333,0.466667,0,80.8338
1,0.466667,0,89.8202
0,0.533333,0,36.2386
0.0666667,0.533333,0,36.4448
0.133333,0.533333,0,37.0655
0.2,0.533333,0,38.1094
0.266667,0.533333,0,39.5907
0.333333,0.533333,0,41.5302
0.4,0.533333,0,43.9546
0.466667,0.533333,0,46.8978
0.533333,0.533333,0,50.4004
0.6,0.533333,0,54.5099
0.666667,0.533333,0,59.2795
0.733333,0.533333,0,64.7665
0.8,0.533333,0,71.028
0.866667,0.533333,0,78.115
0.933333,0.533333,0,86.064
1,0.533333,0,94.8869
0,0.6,0,39.3539
0.0666667,0.6,0,39.5736
0.133333,0.6,0,40.2346
0.2,0.6,0,41.3449
0.266667,0.6,0,42.9175
0.333333,0.6,0,44.9711
0.4,0.6,0,47.5295
0.466667,0.6,0,50.622
0.533333,0.6,0,54.2831
0.6,0.6,0,58.5515
0.666667,0.6,0,63.4691
0.733333,0.6,0,69.0787
0.8,0.6,0,75.4206
0.866667,0.6,0,82.528
0.933333,0.6,0,90.4209
1,0.6,0,99.1008
0,0.666667,0,42.0316
0.0666667,0.666667,0,42.2621
0.133333,0.666667,0,42.9556
0.2,0.666667,0,44.1191
0.266667,0.666667,0,45.7644
0.333333,0.666667,0,47.9082
0.4,0.666667,0,50.5712
0.466667,0.666667,0,53.7788
0.533333,0.666667,0,57.5595
0.6,0.666667,0,61.9449
0.666667,0.666667,0,66.9677
0.733333,0.666667,0,72.6595
0.8,0.666667,0,79.0487
0.866667,0.666667,0,86.1562
0.933333,0.666667,0,93.9918
1,0.666667,0,102.55
0,0.733333,0,44.2499
0.0666667,0.733333,0,44.4889
0.133333,0.733333,0,45.2077
0.2,0.733333,0,46.4125
0.266667,0.733333,0,48.1141
0.333333,0.733333,0,50.327
0.4,0.733333,0,53.0696
0.466667,0.733333,0,56.3634
0.533333,0.733333,0,60.2324
0.6,0.733333,0,64.7021
0.666667,0.733333,0,69.798
0.733333,0.733333,0,75.544
0.8,0.733333,0,81.9594
0.866667,0.733333,0,89.0572
0.933333,0.733333,0,96.8403
1,0.733333,0,105.3
0,0.8,0,45.9919
0.0666667,0.8,0,46.2373
0.133333,0.8,0,46.9749
0.2,0.8,0,48.2105
0.266667,0.8,0,49.9536
0.333333,0.8,0,52.2174
0.4,0.8,0,55.0179
0.466667,0.8,0,58.3739
0.533333,0.8,0,62.3056
0.6,0.8,0,66.834
0.666667,0.8,0,71.9794
0.733333,0.8,0,77.7599
0.8,0.8,0,84.1889
0.866667,0.8,0,91.2737
0.933333,0.8,0,99.0132
1,0.8,0,107.396
0,0.866667,0,47.2449
0.0666667,0.866667,0,47.4947
0.133333,0.866667,0,48.2453
0.2,0.866667,0,49.502
0.266667,0.866667,0,51.2737
0.333333,0.866667,0,53.5722
0.4,0.866667,0,56.4121
0.466667,0.866667,0,59.8098
0.533333,0.866667,0,63.7831
0.6,0.866667,0,68.3499
0.666667,0.866667,0,73.527
0.733333,0.866667,0,79.3282
0.8,0.866667,0,85.7635
0.866667,0.866667,0,92.8365
0.933333,0.866667,0,100.544
1,0.866667,0,108.872
0,0.933333,0,48.0003
0.0666667,0.933333,0,48.2527
0.133333,0.933333,0,49.0109
0.2,0.933333,0,50.28
0.266667,0.933333,0,52.0683
0.333333,0.933333,0,54.387
0.4,0.933333,0,57.2495
0.466667,0.933333,0,60.6713
0.533333,0.933333,0,64.6684
0.6,0.933333,0,69.2568
0.666667,0.933333,0,74.4513
0.733333,0.933333,0,80.2636
0.8,0.933333,0,86.7014
0.866667,0.933333,0,93.7664
0.933333,0.933333,0,101.453
1,0.933333,0,109.749
0,1,0,48.2529
0.0666667,1,0,48.5061
0.133333,1,0,49.2668
0.2,1,0,50.54
0.266667,1,0,52.3337
0.333333,1,0,54.659
0.4,1,0,57.529
0.466667,1,0,60.9586
0.533333,1,0,64.9634
0.6,1,0,69.5589
0.666667,1,0,74.7589
0.733333,1,0,80.5747
0.8,1,0,87.013
0.866667,1,0,94.0752
0.933333,1,0,101.755
1,1,0,110.04
